SubjNo,gender,Location,Exp,YOT,MOT,DOT,YOB,MOB,DOB,Age.Months,Age.yrs,Age,Eng. Mono,langs,WordType,List,question.number,Order,trial type,LabelType,TriadType,regularity,animacy,Correct,UnrelatedChoice,Direction,Sequence ,Exclude,Comments,Expln
L071815-NB,F,MUS,JF,2015,7,18,2011,10,28,44.67123288,3.72260274,3,Yes,"Eng, small amt. of Spanish",Polysemous,1A,1,1,Critical,Same,Chicken,Regular,Animate,Yes,1,L,1,No,,None
L071815-NB,F,MUS,JF,2015,7,18,2011,10,28,44.67123288,3.72260274,3,Yes,"Eng, small amt. of Spanish",Polysemous,1A,5,2,Critical,Different,Glass,Irregular,Inanimate,No,0,L,1,No,,None
L071815-NB,F,MUS,JF,2015,7,18,2011,10,28,44.67123288,3.72260274,3,Yes,"Eng, small amt. of Spanish",Polysemous,1A,9,3,Critical,Same,Horse,Regular,Animate,Yes,1,L,1,No,,None
L071815-NB,F,MUS,JF,2015,7,18,2011,10,28,44.67123288,3.72260274,3,Yes,"Eng, small amt. of Spanish",Polysemous,1A,2,4,Critical,Different,Chicken,Regular,Animate,Yes,1,R,2,No,,None
L071815-NB,F,MUS,JF,2015,7,18,2011,10,28,44.67123288,3.72260274,3,Yes,"Eng, small amt. of Spanish",Polysemous,1A,6,5,Critical,Same,Glass,Irregular,Inanimate,Yes,1,L,1,No,,None
L071815-NB,F,MUS,JF,2015,7,18,2011,10,28,44.67123288,3.72260274,3,Yes,"Eng, small amt. of Spanish",Polysemous,1A,10,6,Critical,Different,Horse,Regular,Animate,Yes,1,R,2,No,,None
L071815-NB,F,MUS,JF,2015,7,18,2011,10,28,44.67123288,3.72260274,3,Yes,"Eng, small amt. of Spanish",Polysemous,1A,3,7,Critical,Same,Chicken,Regular,Animate,Yes,1,L,1,No,,None
L071815-NB,F,MUS,JF,2015,7,18,2011,10,28,44.67123288,3.72260274,3,Yes,"Eng, small amt. of Spanish",Polysemous,1A,7,8,Critical,Different,Glass,Irregular,Inanimate,No,0,L,1,No,,None
L071815-NB,F,MUS,JF,2015,7,18,2011,10,28,44.67123288,3.72260274,3,Yes,"Eng, small amt. of Spanish",Polysemous,1A,11,9,Critical,Same,Horse,Regular,Animate,Yes,1,L,1,No,,None
L071815-NB,F,MUS,JF,2015,7,18,2011,10,28,44.67123288,3.72260274,3,Yes,"Eng, small amt. of Spanish",Polysemous,1A,4,10,Critical,Different,Chicken,Regular,Animate,Yes,1,R,2,No,,None
L071815-NB,F,MUS,JF,2015,7,18,2011,10,28,44.67123288,3.72260274,3,Yes,"Eng, small amt. of Spanish",Polysemous,1A,8,11,Critical,Same,Glass,Irregular,Inanimate,Yes,1,L,1,No,,None
L071815-NB,F,MUS,JF,2015,7,18,2011,10,28,44.67123288,3.72260274,3,Yes,"Eng, small amt. of Spanish",Polysemous,1A,12,12,Critical,Different,Horse,Regular,Animate,Yes,1,R,2,No,,None
L071815-NL,M,MUS,JF,2015,7,18,2012,7,11,36.23013699,3.019178082,3,No,"Eng, Spanish",Polysemous,1A,A,,Training,Same,,,,Yes,0,R,2,Yes - did not finish task,,None
L071815-NL,M,MUS,JF,2015,7,18,2012,7,11,36.23013699,3.019178082,3,No,"Eng, Spanish",Polysemous,1A,B,,Training,Different,,,,Yes,0,R,2,Yes - did not finish task,,None
L071815-NL,M,MUS,JF,2015,7,18,2012,7,11,36.23013699,3.019178082,3,No,"Eng, Spanish",Polysemous,1A,1,1,Critical,Same,Chicken,Regular,Animate,No,0,R,2,Yes - did not finish task,,None
L071815-NL,M,MUS,JF,2015,7,18,2012,7,11,36.23013699,3.019178082,3,No,"Eng, Spanish",Polysemous,1A,5,2,Critical,Different,Glass,Irregular,Inanimate,Yes,1,R,2,Yes - did not finish task,,None
L071815-NL,M,MUS,JF,2015,7,18,2012,7,11,36.23013699,3.019178082,3,No,"Eng, Spanish",Polysemous,1A,9,3,Critical,Same,Horse,Regular,Animate,Yes,1,L,1,Yes - did not finish task,"in Critical question, said ""yeah"" to 1st option, but changed answer once 2nd option was stated",None
L071815-NL,M,MUS,JF,2015,7,18,2012,7,11,36.23013699,3.019178082,3,No,"Eng, Spanish",Polysemous,1A,2,4,Critical,Different,Chicken,Regular,Animate,Yes,1,R,2,Yes - did not finish task,"in Critical question, said ""yeah"" to 1st option, but changed answer once 2nd option was stated",None
L071815-NL,M,MUS,JF,2015,7,18,2012,7,11,36.23013699,3.019178082,3,No,"Eng, Spanish",Polysemous,1A,6,5,Critical,Same,Glass,Irregular,Inanimate,No,0,R,2,Yes - did not finish task,"in Critical question, said ""yeah"" to 1st option, but changed answer once 2nd option was stated",None
L071815-NL,M,MUS,JF,2015,7,18,2012,7,11,36.23013699,3.019178082,3,No,"Eng, Spanish",Polysemous,1A,10,6,Critical,Different,Horse,Regular,Animate,Yes,1,R,2,Yes - did not finish task,"in Critical question, said ""yeah"" to 1st option, but changed answer once 2nd option was stated",None
L071815-NL,M,MUS,JF,2015,7,18,2012,7,11,36.23013699,3.019178082,3,No,"Eng, Spanish",Polysemous,1A,3,7,Critical,Same,Chicken,Regular,Animate,,,,,Yes - did not finish task,no response,None
L071815-NL,M,MUS,JF,2015,7,18,2012,7,11,36.23013699,3.019178082,3,No,"Eng, Spanish",Polysemous,1A,7,8,Critical,Different,Glass,Irregular,Inanimate,,,,,Yes - did not finish task,no response,None
L071815-NL,M,MUS,JF,2015,7,18,2012,7,11,36.23013699,3.019178082,3,No,"Eng, Spanish",Polysemous,1A,11,9,Critical,Same,Horse,Regular,Animate,,,,,Yes - did not finish task,no response,None
L071815-NL,M,MUS,JF,2015,7,18,2012,7,11,36.23013699,3.019178082,3,No,"Eng, Spanish",Polysemous,1A,4,10,Critical,Different,Chicken,Regular,Animate,,,,,Yes - did not finish task,no response,None
L071815-NL,M,MUS,JF,2015,7,18,2012,7,11,36.23013699,3.019178082,3,No,"Eng, Spanish",Polysemous,1A,8,11,Critical,Same,Glass,Irregular,Inanimate,,,,,Yes - did not finish task,no response,None
L071815-NL,M,MUS,JF,2015,7,18,2012,7,11,36.23013699,3.019178082,3,No,"Eng, Spanish",Polysemous,1A,12,12,Critical,Different,Horse,Regular,Animate,,,,,Yes - did not finish task,no response,None
L071815-EZ,M,MUS,JF,2015,7,18,2012,5,29,37.63835616,3.13652968,3,Yes,0,Non-Polysemous,1B,A,,Training,Same,,,,Yes,0,R,2,No,,None
L071815-EZ,M,MUS,JF,2015,7,18,2012,5,29,37.63835616,3.13652968,3,Yes,0,Non-Polysemous,1B,B,,Training,Different,,,,Yes,0,R,2,No,,None
L071815-EZ,M,MUS,JF,2015,7,18,2012,5,29,37.63835616,3.13652968,3,Yes,0,Non-Polysemous,1B,1,1,Critical,Different,Chicken,,,No,1,L,1,No,"in Critical question, said ""yeah"" to 1st option, but changed answer once 2nd option was stated",None
L071815-EZ,M,MUS,JF,2015,7,18,2012,5,29,37.63835616,3.13652968,3,Yes,0,Non-Polysemous,1B,5,2,Critical,Same,Glass,,,No,1,R,2,No,,None
L071815-EZ,M,MUS,JF,2015,7,18,2012,5,29,37.63835616,3.13652968,3,Yes,0,Non-Polysemous,1B,9,3,Critical,Different,Horse,,,Yes,0,R,2,No,,None
L071815-EZ,M,MUS,JF,2015,7,18,2012,5,29,37.63835616,3.13652968,3,Yes,0,Non-Polysemous,1B,2,4,Critical,Same,Chicken,,,Yes,0,L,1,No,,None
L071815-EZ,M,MUS,JF,2015,7,18,2012,5,29,37.63835616,3.13652968,3,Yes,0,Non-Polysemous,1B,6,5,Critical,Different,Glass,,,Yes,0,R,2,No,,None
L071815-EZ,M,MUS,JF,2015,7,18,2012,5,29,37.63835616,3.13652968,3,Yes,0,Non-Polysemous,1B,10,6,Critical,Same,Horse,,,Yes,0,L,1,No,,None
L071815-EZ,M,MUS,JF,2015,7,18,2012,5,29,37.63835616,3.13652968,3,Yes,0,Non-Polysemous,1B,3,7,Critical,Different,Chicken,,,Yes,0,R,2,No,,None
L071815-EZ,M,MUS,JF,2015,7,18,2012,5,29,37.63835616,3.13652968,3,Yes,0,Non-Polysemous,1B,7,8,Critical,Same,Glass,,,No,1,R,2,No,,None
L071815-EZ,M,MUS,JF,2015,7,18,2012,5,29,37.63835616,3.13652968,3,Yes,0,Non-Polysemous,1B,11,9,Critical,Different,Horse,,,Yes,0,R,2,No,,None
L071815-EZ,M,MUS,JF,2015,7,18,2012,5,29,37.63835616,3.13652968,3,Yes,0,Non-Polysemous,1B,4,10,Critical,Same,Chicken,,,Yes,0,L,1,No,,None
L071815-EZ,M,MUS,JF,2015,7,18,2012,5,29,37.63835616,3.13652968,3,Yes,0,Non-Polysemous,1B,8,11,Critical,Different,Glass,,,Yes,0,R,2,No,"in Critical question, said ""yeah"" to 1st option, but changed answer once 2nd option was stated",None
L071815-EZ,M,MUS,JF,2015,7,18,2012,5,29,37.63835616,3.13652968,3,Yes,0,Non-Polysemous,1B,12,12,Critical,Same,Horse,,,No,1,R,2,No,,None
L072515-DA,M,MUS,JF,2015,7,25,2011,11,30,43.83561644,3.652968037,3,Yes,0,Polysemous,1A,A,,Training,Same,,,,Yes,0,R,2,No,,None
L072515-DA,M,MUS,JF,2015,7,25,2011,11,30,43.83561644,3.652968037,3,Yes,0,Polysemous,1A,B,,Training,Different,,,,Yes,0,R,2,No,,None
L072515-DA,M,MUS,JF,2015,7,25,2011,11,30,43.83561644,3.652968037,3,Yes,0,Polysemous,1A,1,1,Critical,Same,Chicken,Regular,Animate,No,0,R,2,No,"in Critical question, said ""yeah"" to 1st option, but changed answer once 2nd option was stated",None
L072515-DA,M,MUS,JF,2015,7,25,2011,11,30,43.83561644,3.652968037,3,Yes,0,Polysemous,1A,5,2,Critical,Different,Glass,Irregular,Inanimate,Yes,1,R,2,No,,None
L072515-DA,M,MUS,JF,2015,7,25,2011,11,30,43.83561644,3.652968037,3,Yes,0,Polysemous,1A,9,3,Critical,Same,Horse,Regular,Animate,Yes,1,L,1,No,,None
L072515-DA,M,MUS,JF,2015,7,25,2011,11,30,43.83561644,3.652968037,3,Yes,0,Polysemous,1A,2,4,Critical,Different,Chicken,Regular,Animate,Yes,1,R,2,No,,None
L072515-DA,M,MUS,JF,2015,7,25,2011,11,30,43.83561644,3.652968037,3,Yes,0,Polysemous,1A,6,5,Critical,Same,Glass,Irregular,Inanimate,Yes,1,L,1,No,,None
L072515-DA,M,MUS,JF,2015,7,25,2011,11,30,43.83561644,3.652968037,3,Yes,0,Polysemous,1A,10,6,Critical,Different,Horse,Regular,Animate,Yes,1,R,2,No,,None
L072515-DA,M,MUS,JF,2015,7,25,2011,11,30,43.83561644,3.652968037,3,Yes,0,Polysemous,1A,3,7,Critical,Same,Chicken,Regular,Animate,Yes,1,L,1,No,,None
L072515-DA,M,MUS,JF,2015,7,25,2011,11,30,43.83561644,3.652968037,3,Yes,0,Polysemous,1A,7,8,Critical,Different,Glass,Irregular,Inanimate,Yes,1,R,2,No,,None
L072515-DA,M,MUS,JF,2015,7,25,2011,11,30,43.83561644,3.652968037,3,Yes,0,Polysemous,1A,11,9,Critical,Same,Horse,Regular,Animate,Yes,1,L,1,No,,None
L072515-DA,M,MUS,JF,2015,7,25,2011,11,30,43.83561644,3.652968037,3,Yes,0,Polysemous,1A,4,10,Critical,Different,Chicken,Regular,Animate,Yes,1,R,2,No,,None
L072515-DA,M,MUS,JF,2015,7,25,2011,11,30,43.83561644,3.652968037,3,Yes,0,Polysemous,1A,8,11,Critical,Same,Glass,Irregular,Inanimate,Yes,1,L,1,No,,None
L072515-DA,M,MUS,JF,2015,7,25,2011,11,30,43.83561644,3.652968037,3,Yes,0,Polysemous,1A,12,12,Critical,Different,Horse,Regular,Animate,Yes,1,R,2,No,,None
L072515-AS,M,MUS,JF,2015,7,25,2012,5,20,38.16438356,3.180365297,3,No,"Eng, Hebrew",Non-Polysemous,1B Backwards,A,,Training,Same,,,,No,1,L,1,No,,None
L072515-AS,M,MUS,JF,2015,7,25,2012,5,20,38.16438356,3.180365297,3,No,"Eng, Hebrew",Non-Polysemous,1B Backwards,B,,Training,Different,,,,Yes,0,R,2,No,,None
L072515-AS,M,MUS,JF,2015,7,25,2012,5,20,38.16438356,3.180365297,3,No,"Eng, Hebrew",Non-Polysemous,1B Backwards,12,1,Critical,Same,Horse,,,No,1,L,1,No,,None
L072515-AS,M,MUS,JF,2015,7,25,2012,5,20,38.16438356,3.180365297,3,No,"Eng, Hebrew",Non-Polysemous,1B Backwards,8,2,Critical,Different,Glass,,,Yes,0,L,1,No,,None
L072515-AS,M,MUS,JF,2015,7,25,2012,5,20,38.16438356,3.180365297,3,No,"Eng, Hebrew",Non-Polysemous,1B Backwards,4,3,Critical,Same,Chicken,,,Yes,0,R,2,No,,None
L072515-AS,M,MUS,JF,2015,7,25,2012,5,20,38.16438356,3.180365297,3,No,"Eng, Hebrew",Non-Polysemous,1B Backwards,11,4,Critical,Different,Horse,,,No,1,R,2,No,,None
L072515-AS,M,MUS,JF,2015,7,25,2012,5,20,38.16438356,3.180365297,3,No,"Eng, Hebrew",Non-Polysemous,1B Backwards,7,5,Critical,Same,Glass,,,Yes,0,R,2,No,,None
L072515-AS,M,MUS,JF,2015,7,25,2012,5,20,38.16438356,3.180365297,3,No,"Eng, Hebrew",Non-Polysemous,1B Backwards,3,6,Critical,Different,Chicken,,,No,1,R,2,No,"in Critical question, said ""yeah"" to 1st option, but changed answer once 2nd option was stated",None
L072515-AS,M,MUS,JF,2015,7,25,2012,5,20,38.16438356,3.180365297,3,No,"Eng, Hebrew",Non-Polysemous,1B Backwards,10,7,Critical,Same,Horse,,,Yes,0,R,2,No,"in Critical question, said ""yeah"" to 1st option, but changed answer once 2nd option was stated",None
L072515-AS,M,MUS,JF,2015,7,25,2012,5,20,38.16438356,3.180365297,3,No,"Eng, Hebrew",Non-Polysemous,1B Backwards,6,8,Critical,Different,Glass,,,Yes,0,L,1,No,,None
L072515-AS,M,MUS,JF,2015,7,25,2012,5,20,38.16438356,3.180365297,3,No,"Eng, Hebrew",Non-Polysemous,1B Backwards,2,9,Critical,Same,Chicken,,,Yes,0,R,2,No,"in Critical question, said ""yeah"" to 1st option, but changed answer once 2nd option was stated",None
L072515-AS,M,MUS,JF,2015,7,25,2012,5,20,38.16438356,3.180365297,3,No,"Eng, Hebrew",Non-Polysemous,1B Backwards,9,10,Critical,Different,Horse,,,No,1,R,2,No,"in Critical question, said ""yeah"" to 1st option, but changed answer once 2nd option was stated",None
L072515-AS,M,MUS,JF,2015,7,25,2012,5,20,38.16438356,3.180365297,3,No,"Eng, Hebrew",Non-Polysemous,1B Backwards,5,11,Critical,Same,Glass,,,No,1,L,1,No,,None
L072515-AS,M,MUS,JF,2015,7,25,2012,5,20,38.16438356,3.180365297,3,No,"Eng, Hebrew",Non-Polysemous,1B Backwards,1,12,Critical,Different,Chicken,,,No,1,R,2,No,,None
L072515-SP,F,MUS,JF,2015,7,25,2011,8,20,47.16438356,3.930365297,3,Yes,0,Polysemous,1A Backwards,A,,Training,Same,,,,No,1,L,1,No,,None
L072515-SP,F,MUS,JF,2015,7,25,2011,8,20,47.16438356,3.930365297,3,Yes,0,Polysemous,1A Backwards,B,,Training,Different,,,,No,1,L,1,No,"while child was answering, mom said ""which one does it look like?"" then child chose rhino",None
L072515-SP,F,MUS,JF,2015,7,25,2011,8,20,47.16438356,3.930365297,3,Yes,0,Polysemous,1A Backwards,12,1,Critical,Different,Horse,Regular,Animate,Yes,1,L,1,No,,None
L072515-SP,F,MUS,JF,2015,7,25,2011,8,20,47.16438356,3.930365297,3,Yes,0,Polysemous,1A Backwards,8,2,Critical,Same,Glass,Irregular,Inanimate,No,0,L,1,No,,None
L072515-SP,F,MUS,JF,2015,7,25,2011,8,20,47.16438356,3.930365297,3,Yes,0,Polysemous,1A Backwards,4,3,Critical,Different,Chicken,Regular,Animate,No,0,R,2,No,,None
L072515-SP,F,MUS,JF,2015,7,25,2011,8,20,47.16438356,3.930365297,3,Yes,0,Polysemous,1A Backwards,11,4,Critical,Same,Horse,Regular,Animate,Yes,1,L,1,No,,None
L072515-SP,F,MUS,JF,2015,7,25,2011,8,20,47.16438356,3.930365297,3,Yes,0,Polysemous,1A Backwards,7,5,Critical,Different,Glass,Irregular,Inanimate,No,0,R,2,No,"in Critical question, nodded to 1st option, but changed answer once 2nd option was stated",None
L072515-SP,F,MUS,JF,2015,7,25,2011,8,20,47.16438356,3.930365297,3,Yes,0,Polysemous,1A Backwards,3,6,Critical,Same,Chicken,Regular,Animate,No,0,L,1,No,,None
L072515-SP,F,MUS,JF,2015,7,25,2011,8,20,47.16438356,3.930365297,3,Yes,0,Polysemous,1A Backwards,10,7,Critical,Different,Horse,Regular,Animate,Yes,1,L,1,No,child pointed to her answer choice before exp. read Critical question (exp. finished reading question anyway),None
L072515-SP,F,MUS,JF,2015,7,25,2011,8,20,47.16438356,3.930365297,3,Yes,0,Polysemous,1A Backwards,6,8,Critical,Same,Glass,Irregular,Inanimate,No,0,L,1,No,,None
L072515-SP,F,MUS,JF,2015,7,25,2011,8,20,47.16438356,3.930365297,3,Yes,0,Polysemous,1A Backwards,2,9,Critical,Different,Chicken,Regular,Animate,No,0,R,2,No,child pointed to her answer choice before exp. read Critical question (exp. did not finish reading question this time),None
L072515-SP,F,MUS,JF,2015,7,25,2011,8,20,47.16438356,3.930365297,3,Yes,0,Polysemous,1A Backwards,9,10,Critical,Same,Horse,Regular,Animate,Yes,1,R,2,No,"in Critical question, pointed to answer choice before exp. finished stating question",None
L072515-SP,F,MUS,JF,2015,7,25,2011,8,20,47.16438356,3.930365297,3,Yes,0,Polysemous,1A Backwards,5,11,Critical,Different,Glass,Irregular,Inanimate,No,0,R,2,No,,None
L072515-SP,F,MUS,JF,2015,7,25,2011,8,20,47.16438356,3.930365297,3,Yes,0,Polysemous,1A Backwards,1,12,Critical,Same,Chicken,Regular,Animate,No,0,L,1,No,,None
IM072815-NG,F,MUS,RF,2015,7,28,2012,2,9,41.62465753,3.468721461,3,Yes,0,Polysemous,1B Backwards,A,,Training,Same,,,,Yes,0,R,2,No,,None
IM072815-NG,F,MUS,RF,2015,7,28,2012,2,9,41.62465753,3.468721461,3,Yes,0,Polysemous,1B Backwards,B,,Training,Different,,,,No,1,L,1,No,,None
IM072815-NG,F,MUS,RF,2015,7,28,2012,2,9,41.62465753,3.468721461,3,Yes,0,Polysemous,1B Backwards,12,1,Critical,Same,Horse,Regular,Animate,Yes,1,L,1,No,,None
IM072815-NG,F,MUS,RF,2015,7,28,2012,2,9,41.62465753,3.468721461,3,Yes,0,Polysemous,1B Backwards,8,2,Critical,Different,Glass,Irregular,Inanimate,Yes,1,R,2,No,,None
IM072815-NG,F,MUS,RF,2015,7,28,2012,2,9,41.62465753,3.468721461,3,Yes,0,Polysemous,1B Backwards,4,3,Critical,Same,Chicken,Regular,Animate,Yes,1,L,1,No,,None
IM072815-NG,F,MUS,RF,2015,7,28,2012,2,9,41.62465753,3.468721461,3,Yes,0,Polysemous,1B Backwards,11,4,Critical,Different,Horse,Regular,Animate,Yes,1,R,2,No,,None
IM072815-NG,F,MUS,RF,2015,7,28,2012,2,9,41.62465753,3.468721461,3,Yes,0,Polysemous,1B Backwards,7,5,Critical,Same,Glass,Irregular,Inanimate,Yes,1,L,1,No,,None
IM072815-NG,F,MUS,RF,2015,7,28,2012,2,9,41.62465753,3.468721461,3,Yes,0,Polysemous,1B Backwards,3,6,Critical,Different,Chicken,Regular,Animate,Yes,1,R,2,No,,None
IM072815-NG,F,MUS,RF,2015,7,28,2012,2,9,41.62465753,3.468721461,3,Yes,0,Polysemous,1B Backwards,10,7,Critical,Same,Horse,Regular,Animate,Yes,1,L,1,No,,None
IM072815-NG,F,MUS,RF,2015,7,28,2012,2,9,41.62465753,3.468721461,3,Yes,0,Polysemous,1B Backwards,6,8,Critical,Different,Glass,Irregular,Inanimate,Yes,1,R,2,No,,None
IM072815-NG,F,MUS,RF,2015,7,28,2012,2,9,41.62465753,3.468721461,3,Yes,0,Polysemous,1B Backwards,2,9,Critical,Same,Chicken,Regular,Animate,Yes,1,L,1,No,,None
IM072815-NG,F,MUS,RF,2015,7,28,2012,2,9,41.62465753,3.468721461,3,Yes,0,Polysemous,1B Backwards,9,10,Critical,Different,Horse,Regular,Animate,Yes,1,R,2,No,,None
IM072815-NG,F,MUS,RF,2015,7,28,2012,2,9,41.62465753,3.468721461,3,Yes,0,Polysemous,1B Backwards,5,11,Critical,Same,Glass,Irregular,Inanimate,Yes,1,L,1,No,,None
IM072815-NG,F,MUS,RF,2015,7,28,2012,2,9,41.62465753,3.468721461,3,Yes,0,Polysemous,1B Backwards,1,12,Critical,Different,Chicken,Regular,Animate,Yes,1,R,2,No,,None
IM072815-AJ,M,MUS,RF,2015,7,28,2012,7,21,36.23013699,3.019178082,3,Yes,0,Polysemous,1A Backwards,A,,Training,Same,,,,No,1,L,1,No,,None
IM072815-AJ,M,MUS,RF,2015,7,28,2012,7,21,36.23013699,3.019178082,3,Yes,0,Polysemous,1A Backwards,B,,Training,Different,,,,Yes,0,R,2,No,,None
IM072815-AJ,M,MUS,RF,2015,7,28,2012,7,21,36.23013699,3.019178082,3,Yes,0,Polysemous,1A Backwards,12,1,Critical,Different,Horse,Regular,Animate,Yes,1,L,1,No,,None
IM072815-AJ,M,MUS,RF,2015,7,28,2012,7,21,36.23013699,3.019178082,3,Yes,0,Polysemous,1A Backwards,8,2,Critical,Same,Glass,Irregular,Inanimate,No,0,L,1,No,,None
IM072815-AJ,M,MUS,RF,2015,7,28,2012,7,21,36.23013699,3.019178082,3,Yes,0,Polysemous,1A Backwards,4,3,Critical,Different,Chicken,Regular,Animate,Yes,1,L,1,No,,None
IM072815-AJ,M,MUS,RF,2015,7,28,2012,7,21,36.23013699,3.019178082,3,Yes,0,Polysemous,1A Backwards,11,4,Critical,Same,Horse,Regular,Animate,Yes,1,R,2,No,,None
IM072815-AJ,M,MUS,RF,2015,7,28,2012,7,21,36.23013699,3.019178082,3,Yes,0,Polysemous,1A Backwards,7,5,Critical,Different,Glass,Irregular,Inanimate,No,0,R,2,No,,None
IM072815-AJ,M,MUS,RF,2015,7,28,2012,7,21,36.23013699,3.019178082,3,Yes,0,Polysemous,1A Backwards,3,6,Critical,Same,Chicken,Regular,Animate,Yes,1,R,2,No,,None
IM072815-AJ,M,MUS,RF,2015,7,28,2012,7,21,36.23013699,3.019178082,3,Yes,0,Polysemous,1A Backwards,10,7,Critical,Different,Horse,Regular,Animate,No,0,R,2,No,,None
IM072815-AJ,M,MUS,RF,2015,7,28,2012,7,21,36.23013699,3.019178082,3,Yes,0,Polysemous,1A Backwards,6,8,Critical,Same,Glass,Irregular,Inanimate,Yes,1,R,2,No,,None
IM072815-AJ,M,MUS,RF,2015,7,28,2012,7,21,36.23013699,3.019178082,3,Yes,0,Polysemous,1A Backwards,2,9,Critical,Different,Chicken,Regular,Animate,Yes,1,L,1,No,,None
IM072815-AJ,M,MUS,RF,2015,7,28,2012,7,21,36.23013699,3.019178082,3,Yes,0,Polysemous,1A Backwards,9,10,Critical,Same,Horse,Regular,Animate,No,0,L,1,No,,None
IM072815-AJ,M,MUS,RF,2015,7,28,2012,7,21,36.23013699,3.019178082,3,Yes,0,Polysemous,1A Backwards,5,11,Critical,Different,Glass,Irregular,Inanimate,Yes,1,L,1,No,,None
IM072815-AJ,M,MUS,RF,2015,7,28,2012,7,21,36.23013699,3.019178082,3,Yes,0,Polysemous,1A Backwards,1,12,Critical,Same,Chicken,Regular,Animate,Yes,1,R,2,No,,None
IM072815-RA,M,MUS,RF,2015,7,28,2011,5,4,50.7890411,4.232420091,4,Yes,0,Polysemous,1B Backwards,A,,Training,Same,,,,No,1,L,1,No,,None
IM072815-RA,M,MUS,RF,2015,7,28,2011,5,4,50.7890411,4.232420091,4,Yes,0,Polysemous,1B Backwards,B,,Training,Different,,,,Yes,0,R,2,No,,None
IM072815-RA,M,MUS,RF,2015,7,28,2011,5,4,50.7890411,4.232420091,4,Yes,0,Polysemous,1B Backwards,12,1,Critical,Same,Horse,Regular,Animate,Yes,1,L,1,No,,None
IM072815-RA,M,MUS,RF,2015,7,28,2011,5,4,50.7890411,4.232420091,4,Yes,0,Polysemous,1B Backwards,8,2,Critical,Different,Glass,Irregular,Inanimate,Yes,1,R,2,No,,None
IM072815-RA,M,MUS,RF,2015,7,28,2011,5,4,50.7890411,4.232420091,4,Yes,0,Polysemous,1B Backwards,4,3,Critical,Same,Chicken,Regular,Animate,Yes,1,L,1,No,,None
IM072815-RA,M,MUS,RF,2015,7,28,2011,5,4,50.7890411,4.232420091,4,Yes,0,Polysemous,1B Backwards,11,4,Critical,Different,Horse,Regular,Animate,Yes,1,R,2,No,,None
IM072815-RA,M,MUS,RF,2015,7,28,2011,5,4,50.7890411,4.232420091,4,Yes,0,Polysemous,1B Backwards,7,5,Critical,Same,Glass,Irregular,Inanimate,No,0,R,2,No,,None
IM072815-RA,M,MUS,RF,2015,7,28,2011,5,4,50.7890411,4.232420091,4,Yes,0,Polysemous,1B Backwards,3,6,Critical,Different,Chicken,Regular,Animate,Yes,1,R,2,No,,None
IM072815-RA,M,MUS,RF,2015,7,28,2011,5,4,50.7890411,4.232420091,4,Yes,0,Polysemous,1B Backwards,10,7,Critical,Same,Horse,Regular,Animate,Yes,1,L,1,No,,None
IM072815-RA,M,MUS,RF,2015,7,28,2011,5,4,50.7890411,4.232420091,4,Yes,0,Polysemous,1B Backwards,6,8,Critical,Different,Glass,Irregular,Inanimate,Yes,1,R,2,No,,None
IM072815-RA,M,MUS,RF,2015,7,28,2011,5,4,50.7890411,4.232420091,4,Yes,0,Polysemous,1B Backwards,2,9,Critical,Same,Chicken,Regular,Animate,No,0,R,2,No,"child said ""they're both Chickens""",None
IM072815-RA,M,MUS,RF,2015,7,28,2011,5,4,50.7890411,4.232420091,4,Yes,0,Polysemous,1B Backwards,9,10,Critical,Different,Horse,Regular,Animate,Yes,1,R,2,No,,None
IM072815-RA,M,MUS,RF,2015,7,28,2011,5,4,50.7890411,4.232420091,4,Yes,0,Polysemous,1B Backwards,5,11,Critical,Same,Glass,Irregular,Inanimate,Yes,1,L,1,No,,None
IM072815-RA,M,MUS,RF,2015,7,28,2011,5,4,50.7890411,4.232420091,4,Yes,0,Polysemous,1B Backwards,1,12,Critical,Different,Chicken,Regular,Animate,Yes,1,R,2,No,,None
L081315-AM,M,MUS,PP,2015,8,13,2011,6,7,50.19726027,4.183105023,4,Yes,0,Non-Polysemous,1A,A,,Training,Same,,,,Yes,0,R,2,No,,None
L081315-AM,M,MUS,PP,2015,8,13,2011,6,7,50.19726027,4.183105023,4,Yes,0,Non-Polysemous,1A,B,,Training,Different,,,,Yes,0,R,2,No,,None
L081315-AM,M,MUS,PP,2015,8,13,2011,6,7,50.19726027,4.183105023,4,Yes,0,Non-Polysemous,1A,1,1,Critical,Same,Chicken,,,No,1,L,1,No,,None
L081315-AM,M,MUS,PP,2015,8,13,2011,6,7,50.19726027,4.183105023,4,Yes,0,Non-Polysemous,1A,5,2,Critical,Different,Glass,,,Yes,0,L,1,No,,None
L081315-AM,M,MUS,PP,2015,8,13,2011,6,7,50.19726027,4.183105023,4,Yes,0,Non-Polysemous,1A,9,3,Critical,Same,Horse,,,Yes,0,L,2,No,,None
L081315-AM,M,MUS,PP,2015,8,13,2011,6,7,50.19726027,4.183105023,4,Yes,0,Non-Polysemous,1A,2,4,Critical,Different,Chicken,,,Yes,0,R,1,No,,None
L081315-AM,M,MUS,PP,2015,8,13,2011,6,7,50.19726027,4.183105023,4,Yes,0,Non-Polysemous,1A,6,5,Critical,Same,Glass,,,Yes,0,R,2,No,,None
